id,label
kdcr35k,Negative
k4brurh,Negative
k5c40uk,Negative
k6ulhb8,Positive
kc878l6,Positive
k4ikkph,Neutral
k9d79yx,Negative
k3wl2jd,Neutral
k4zopf0,Positive
kgoo0ql,Positive
k858agr,Neutral
k3u8zav,Positive
k5gicnr,Negative
kp7lm8k,Negative
kg4u4bj,Positive
k7dlbyu,Negative
kc9t16x,Neutral
kpwz3oc,Positive
k85oxm0,Positive
kouxpgv,Negative
kswaw0u,Negative
k7y5nxw,Negative
kd3yme3,Positive
ke8noq5,Neutral
k4tix1d,Positive
kad0mm1,Negative
kfdkedt,Negative
kcs2ss4,Positive
k7u09bf,Positive
k4brx6t,Negative
ksvulan,Neutral
k7q8ug4,Negative
k7253jy,Negative
kfm2yw6,Negative
k5fby67,Positive
kptqaeo,Positive
k7rhuor,Negative
k7d1316,Negative
kstnbc2,Negative
kcdhyg1,Negative
k9zlnof,Neutral
k9oq2md,Negative
k6b047o,Negative
k5ceb48,Negative
kapq50m,Negative
k46wid5,Negative
kcqqubc,Negative
k7nh70r,Negative
kghi2cp,Neutral
k8sb2nn,Positive
kbltnv4,Positive
kc9qhal,Positive
k428knp,Positive
kqou76g,Positive
kewmh2j,Negative
k5okyxa,Negative
k5dqve1,Negative
k5xhh06,Negative
k4093e2,Negative
k4cnr4t,Positive
kpydb0o,Negative
k70tsde,Positive
ki699dw,Negative
kpr8044,Positive
k4v9wyb,Negative
kehmqtk,Negative
kk3t475,Positive
kru54x3,Positive
kbthugj,Positive
k602es0,Negative
kqm20ip,Positive
k4niar0,Neutral
k4gqlgw,Positive
k4yw3d1,Neutral
k6lsxno,Negative
ki5b3jt,Positive
k4fif0f,Negative
k4apa3x,Negative
k860nd1,Positive
k4pgo2o,Negative
kq5dutq,Positive
koupcm5,Positive
krdx1fn,Positive
kso3iex,Negative
k4v67il,Negative
k4o5thk,Neutral
k6u5min,Positive
kq58fcs,Negative
k3xu8ps,Positive
k6sdf4n,Negative
k5fddh7,Negative
khhtzo5,Negative
kgsga11,Positive
ke94yzm,Negative
krufn14,Negative
kfxu4eb,Positive
k4vclqj,Negative
k564cl1,Positive
ke0z0dc,Neutral
k7jn6fr,Negative
kc8207q,Negative
k4kz190,Negative
kg7fs7f,Negative
koh48db,Negative
k9gwzfp,Negative
k6cnkzx,Negative
k544ddi,Neutral
k7vfx42,Negative
kr6tz98,Neutral
k44ic7c,Negative
k5mvv0n,Positive
k4sa1ef,Positive
koxr4rr,Neutral
kd7pzcy,Negative
k78p6l6,Negative
k56c8j9,Negative
k4lsb27,Positive
kk1byrw,Positive
k5bymnh,Negative
kovtpqq,Neutral
k4pyt5n,Positive
k3z2nsl,Negative
k4tndnt,Neutral
k6tavua,Positive
k4izgr4,Positive
ki768nk,Positive
kg1at05,Negative
k4x692k,Positive
k6zbu0p,Positive
k41kdlf,Neutral
ke6w93j,Negative
kqxsq4g,Positive
kckrxrg,Neutral
k4t37jb,Negative
kcbnowy,Negative
k3y2dh4,Neutral
k7x3mde,Neutral
kjtndrf,Negative
kbq0dt8,Negative
k9meqd6,Positive
k5athgx,Negative
k8z6rk3,Negative
k6ka19t,Positive
kpxj6zc,Negative
kievv3j,Neutral
k4gmz69,Negative
k4aax83,Positive
kckt4r7,Negative
kqxjndu,Negative
k8en330,Positive
kqrafqr,Negative
k48vy9l,Neutral
kbwkmp1,Positive
kspu9gz,Positive
khc8n7q,Negative
kheh8la,Positive
k4wkf6v,Negative
kpl44n7,Negative
kq3egoh,Negative
k8dzs6m,Positive
krg1fky,Positive
koumult,Positive
k46dwy2,Neutral
k5ldsro,Negative
k6s8joc,Positive
k4gkae2,Neutral
kq560ku,Negative
k4ilgrr,Negative
k8jahcy,Positive
k7tfajn,Negative
k3yo1bi,Negative
k9s9vea,Negative
k3w5ugq,Positive
kqcxokr,Positive
kjzufhz,Neutral
kd8kndj,Positive
k5v13ir,Neutral
kbe9w9x,Negative
k5w1b95,Negative
kct3wn2,Neutral
k46y5oc,Neutral
kh7hfmx,Positive
k5e1rfe,Negative
k8wfuza,Positive
k52dx4y,Negative
k4enosn,Negative
kd2oj33,Positive
kf82uc9,Positive
k8efjnf,Negative
krfa4g5,Negative
k5s68mw,Negative
k5fd2f1,Negative
k4y2037,Negative
kigl7w1,Neutral
kjbavz0,Positive
k4yiqck,Positive
k7t0c6e,Neutral
k4l4esz,Positive
kc5u27w,Positive
k93voud,Negative
k7ejwkh,Negative
k7d201s,Neutral
kdfz9wc,Negative
kcwsya8,Negative
k6ysnt8,Negative
ka6xndi,Positive
kb8k8vo,Negative
k64o77n,Positive
kbx7ipe,Positive
kcgixpc,Positive
ka066zz,Positive
kpvybmg,Neutral
k4m3yhk,Negative
k824jvp,Negative
ki3dk2m,Positive
kcit5t9,Negative
kgamnj1,Negative
khutckr,Positive
kfwpsti,Neutral
k7rfqyy,Negative
k6r6nzi,Negative
k414qt1,Neutral
kebj1xn,Positive
k4a5cmz,Neutral
k7e8q6v,Positive
kom9s15,Negative
k42141u,Neutral
k5sb4gf,Negative
k9nd50t,Negative
kr4pnc2,Negative
k41cfe8,Neutral
k95u0oe,Negative
k4jtkzk,Positive
k4cpc8y,Positive
k877o6u,Neutral
k8fkzux,Neutral
ki87akw,Positive
kbmte93,Negative
kiutzz6,Negative
k52usjq,Positive
k8f2b31,Negative
kp6zmel,Neutral
k7s473t,Positive
kj885re,Negative
kf5esmq,Neutral
k4pe6rj,Positive
k3z8ogb,Negative
kcnscs9,Positive
k4lc7wx,Positive
k48lphb,Negative
k5u5ryb,Neutral
ki4e1jq,Negative
kt07fya,Neutral
k7hlrzt,Positive
krxhd9z,Neutral
ksvir13,Positive
kc6d125,Negative
k8ewy4y,Neutral
k953lgv,Negative
k8fobv5,Positive
k6st4i1,Negative
k6wogmb,Negative
k7w01of,Neutral
k6m7pg3,Negative
k4iga57,Positive
kobktei,Positive
k6frt6f,Negative
k7sfzo6,Negative
k72wsfg,Positive
k70ixm5,Negative
k5sn3fh,Negative
k4i3drc,Positive
kghuxlk,Positive
kdx8gy9,Negative
kbqphh2,Negative
k6ui8du,Negative
krtw6o4,Negative
kco90qx,Negative
kg6ba7l,Negative
k7j42gx,Neutral
kpfdbmr,Positive
k4czu4i,Negative
k830rwf,Positive
kq6vl47,Negative
k9ntsk8,Positive
krjcdum,Positive
k5dtst4,Negative
kbmf8jz,Positive
kr1u655,Negative
krjm0jq,Negative
k3zp6hp,Negative
kbvscfo,Neutral
k8zuxqa,Negative
k43jshr,Negative
k6sq9tk,Negative
kfdat7c,Positive
ks8ixl7,Positive
k6g61nm,Negative
kbk14a0,Neutral
k49v8k5,Neutral
k90orvy,Neutral
k3x301g,Negative
k66jqlm,Negative
kg1aivo,Negative
k5cspe6,Positive
k4ollb3,Neutral
k476h00,Positive
kq5j3hi,Negative
k4nqodj,Negative
kikcy17,Neutral
ksgr5ok,Negative
khn7wb4,Neutral
k79j0d3,Negative
k6zeknq,Negative
kggbi7d,Negative
k7tf2wg,Negative
kk25ieo,Neutral
kgrqokn,Neutral
k54ips4,Positive
k46zw8u,Negative
k4m8xpt,Negative
k7cptgt,Negative
ksveuyp,Positive
k78sfhs,Negative
k737e9z,Negative
kst97vm,Positive
khlmts1,Negative
kbau3k2,Negative
kidc5zs,Negative
k9m86xm,Positive
k6q4fbe,Positive
kcowtun,Positive
k82jyuj,Neutral
kb8avt5,Neutral
k6e1jw3,Positive
kbsis5c,Negative
k4wod5i,Negative
k7gsegd,Positive
kgcbg4k,Negative
kp8j3yy,Positive
k8qpid9,Negative
kd0n23m,Positive
k9u7gyl,Negative
k504yvr,Neutral
k5ie88d,Positive
k4re6it,Negative
kdl2p3g,Positive
kclluuw,Negative
ke3ycyx,Positive
k7gu61e,Negative
k4zrr4z,Positive
k53iqhp,Negative
k4vcwp9,Negative
k4q45tu,Neutral
k91x82d,Negative
k8qsxgm,Negative
kd2h5hg,Positive
k6qw5tu,Negative
kf073lm,Negative
k4dvnpt,Negative
k5eg2ck,Negative
k7vynzp,Neutral
ksy9eyk,Negative
k4ldp2o,Negative
kfrwy3q,Negative
k9pwlpq,Positive
k9zogol,Negative
k439ryw,Positive
k77z9gm,Neutral
ksxix0o,Positive
kcr4iz9,Negative
k6z605b,Neutral
kq5axxf,Neutral
k9u24ye,Positive
kbmmoyt,Negative
k5bydy1,Positive
kq4l7ji,Negative
k6dzys6,Negative
kqox44p,Neutral
kculvbh,Negative
kqpl058,Neutral
kandqsr,Negative
k5qalwy,Negative
k4ii5ba,Negative
k8h8ztz,Negative
ko7y796,Negative
ka9rvro,Negative
khulert,Positive
kfn5met,Negative
k8vpfcq,Negative
kce2n3l,Neutral
kfda3ku,Neutral
kssszoi,Neutral
k6stnnz,Neutral
kt3sw2h,Neutral
k41636v,Positive
ka3h44f,Negative
k98907e,Positive
kbc6xak,Positive
k4ejb9j,Neutral
k4r5rm7,Negative
kc37dyq,Negative
kqgiya7,Negative
kfoern8,Negative
k82uo3u,Positive
k3upisa,Positive
k4hez3k,Negative
k83iesl,Positive
k4uv09j,Positive
k84kws2,Negative
k4jfl7g,Negative
kjiysrf,Negative
kentbkh,Negative
krek0rr,Positive
k91ju0a,Negative
khttnm3,Positive
krsm7pp,Positive
k72pczr,Negative
kqdyav6,Negative
k4m5ee2,Negative
krfqiou,Negative
kewp100,Positive
kbvxxzm,Negative
k5061mm,Positive
k7b9vpr,Negative
ksvtipc,Positive
kcnhxnk,Positive
kemnm4p,Negative
k7t3rj6,Neutral
k54ra91,Negative
k9xyqop,Negative
karbjhq,Negative
k3yfryw,Negative
kanvdbc,Negative
k69rgmz,Positive
kg3u6a5,Positive
k6steen,Positive
kcbpriw,Negative
kh6nl2b,Positive
k7l4djz,Positive
kdw1pra,Negative
k4wvaqs,Neutral
kh2ra3f,Neutral
k8c1b2b,Negative
kekhhxa,Neutral
k8ksglk,Negative
k60wocg,Neutral
kezw9zd,Negative
kf57fz2,Negative
k4b7wbc,Positive
kelikkc,Positive
k6zamdp,Positive
k9sv08u,Negative
krk2cgb,Negative
k4m8fgd,Positive
ksvdskb,Negative
k5ifx3y,Negative
kpz63lg,Negative
kt0vjrz,Neutral
k5e3g8w,Positive
k94wf8u,Negative
k66afi1,Positive
kcoa0sp,Negative
k403hfs,Negative
k3yy9y0,Negative
khx8qjg,Negative
keb7vaq,Negative
kq8q5tg,Negative
k6qubl3,Negative
k3xhare,Negative
k4mutia,Negative
k426o9q,Neutral
k9t1948,Negative
kh8vtm3,Positive
kfp0h3p,Positive
k48awk1,Negative
k5elgcy,Negative
k783265,Negative
kblf9cs,Negative
kqsehty,Negative
kq3v11f,Neutral
k3waain,Negative
k5uxboe,Positive
khn4rmu,Positive
kg9b5zl,Positive
korci3p,Negative
k99zb7f,Neutral
kgxbd3o,Neutral
kjsv6zn,Positive
k49kzzd,Positive
ki0p1z9,Positive
ksfq6cj,Negative
kg5ieta,Negative
k8z6lys,Negative
k5aegnm,Positive
ki02z30,Positive
k9ooz7o,Negative
kr208du,Negative
kf75dtr,Neutral
k6xjx9a,Neutral
kbuhnow,Negative
k5z4ule,Positive
k6z1l4u,Negative
k4usvzy,Negative
k5o7wm5,Negative
k9r1slr,Negative
krhev9u,Negative
ksx9je3,Negative
k5h6rv0,Negative
k47blsb,Negative
kpa3bl6,Negative
kdash82,Negative
kfaupzk,Neutral
k5a1jz8,Negative
k4vmr7q,Negative
khxace5,Negative
kbizprn,Negative
k6dy28m,Neutral
k4dkvha,Negative
k6sshyz,Positive
k8et48l,Positive
k40qg4l,Negative
k5rr97e,Negative
k5dvrxj,Negative
k9sribf,Negative
kbr96q8,Negative
krylvow,Neutral
ksplhmw,Negative
kd1t9gq,Positive
kgctbj7,Negative
k55ta65,Positive
kooxjwv,Positive
k6bmhoi,Negative
k46ak2v,Negative
k6bf30z,Negative
k9y4dgf,Negative
kr321ba,Negative
k5z2a4o,Positive
k76eah3,Negative
kk9nnhn,Positive
kfnwal6,Positive
k89bx5r,Positive
kcdessm,Negative
k5xns3j,Negative
kczunyg,Positive
k816q41,Negative
k4ir1l1,Positive
kshfb27,Positive
kga5jfg,Positive
k4hgt80,Negative
kd3a4nw,Negative
k7js5nb,Positive
kj1vssn,Neutral
k45xp0h,Negative
krg2fwe,Positive
k83dgj9,Positive
k737e2o,Neutral
k6snla2,Positive
kfuy19o,Negative
kclzkju,Negative
kqz4cf2,Positive
khqgd42,Neutral
k46vzxv,Negative
k4d12cy,Negative
k7rquta,Negative
k4orw5m,Negative
k5np3na,Positive
kfzu1ta,Neutral
k4nce21,Negative
kblat2i,Neutral
k69725x,Negative
k8949kn,Positive
k5xkb8e,Negative
k5sozz2,Positive
kct88r3,Neutral
k8da1jd,Negative
k4862b3,Negative
k9u3zq8,Negative
k4s4ra7,Positive
k53k4df,Positive
k8caf9b,Neutral
keaa0so,Neutral
k4wxzmn,Negative
k5bd8r3,Negative
k4z1gsv,Negative
kg3xdo5,Positive
kk9hcop,Positive
kt153jo,Positive
ksc2zia,Neutral
k4izr1t,Positive
krgzgwg,Negative
k9t8xfs,Positive
k8jxktg,Positive
kd3qn5e,Negative
k4ou3rz,Negative
k71uool,Negative
kqcvjhx,Negative
k5ggdl1,Neutral
ke1h52l,Negative
k6bdif6,Negative
k8mgc11,Neutral
kr6n77a,Positive
kcfm72g,Positive
ksffp98,Negative
k9lx16k,Neutral
k6vft7j,Negative
kcug550,Negative
k6r87d9,Negative
k7w2j72,Negative
k9v4srv,Positive
kpbavib,Negative
k7z05km,Positive
k8wpjvs,Negative
k42susy,Neutral
kcm1w0f,Neutral
k6gx88y,Positive
k4u5o0j,Negative
ksyjy9t,Negative
kazuuxv,Positive
k6btpw9,Negative
kgwq284,Negative
kbroz9d,Positive
k9ffuii,Neutral
k8jjpe8,Positive
ksgeqwy,Negative
kgq9dti,Negative
k7taoan,Negative
khv8mh3,Neutral
kazbati,Neutral
kgdh5r3,Negative
k8f839q,Negative
k4lkskp,Negative
k55frmf,Negative
k3yzjkm,Negative
kgwt6ob,Neutral
k8jlmgz,Negative
kd5jxzf,Positive
kqyprq2,Positive
k6f24xa,Negative
khm75ob,Positive
k41a72j,Positive
ko8fhi9,Neutral
k3yyjlr,Negative
k4wkkzt,Positive
ka2wjk2,Positive
k6pxpr8,Negative
k3vzxk3,Negative
k4pesr4,Negative
k5wz3it,Negative
kcok658,Neutral
k86xif7,Negative
ks2es8y,Neutral
khwcu79,Neutral
k71m17p,Negative
khvesip,Neutral
k8mxib3,Negative
k6sselk,Negative
kie3egj,Neutral
k63wc5v,Negative
k46ahfh,Negative
k7456p5,Neutral
k92t6u5,Negative
ks826ba,Positive
k7v5fzx,Neutral
kcy0dvz,Positive
kbci8je,Neutral
k7dg4vy,Negative
ksx7pl9,Positive
k4vhom9,Negative
k4gdo2s,Positive
k63oddf,Positive
k742qce,Negative
ksgatrr,Positive
k6te6wz,Negative
kgel7dn,Negative
k72ui7n,Neutral
k6xydir,Negative
kb9po8n,Positive
kk94ait,Neutral
k42sh31,Negative
k4nvein,Negative
k4xrwic,Neutral
k9d6w8r,Negative
k87bhnw,Negative
k9rlg0s,Negative
kqi6l19,Positive
kr2os23,Negative
kcw0thn,Positive
k4gnv1d,Negative
kckeypc,Positive
khu42fo,Negative
kczqa7j,Positive
kdv43ft,Negative
kf413ky,Neutral
ka8zwqb,Neutral
k6xsp98,Negative
ke7lt6r,Positive
k9via4z,Positive
k8ep48q,Negative
k9alvpe,Neutral
k7p18au,Negative
k5vjw31,Negative
kcz6je2,Negative
k4yltis,Negative
kjyfhb5,Negative
kbbwn1k,Negative
kg0qq3r,Negative
k5fl5fi,Positive
kevh6p9,Negative
k90ooyu,Positive
k8oxo17,Positive
k5y63c8,Negative
ke28h20,Negative
kbel44q,Positive
k5fxb6w,Neutral
kd7r3kk,Negative
khjtde1,Negative
k9agvfy,Negative
kar7100,Negative
k4ccbh9,Positive
kps84lz,Negative
k4kvto1,Neutral
k8cwdtb,Negative
k5b58lk,Positive
kayrbo0,Neutral
k6zem10,Negative
k4raj8u,Negative
k8m9mry,Negative
k5o0ry2,Negative
kcrydcd,Neutral
kjosq9l,Positive
kb7bjxx,Negative
k88e42d,Negative
kkb26cv,Neutral
k5zdwam,Neutral
k3uk412,Negative
ke16d5h,Neutral
k84s3ie,Negative
k4h356o,Neutral
k6rqtjj,Negative
k9u424c,Negative
k7mtd8h,Negative
k4i9dtx,Positive
k3zj0yl,Neutral
k5zycr8,Positive
keb40pz,Negative
ke560pf,Neutral
kstypq8,Neutral
kdr52bg,Positive
ka8qxps,Positive
k5uurnj,Negative
k9qmhv3,Positive
ks28p6h,Neutral
k42jqtv,Neutral
kjrvugq,Negative
k6vcwtu,Negative
khd6wiq,Negative
k6y37np,Negative
kc31a9w,Neutral
k4ga12s,Negative
k4hmxaq,Positive
krt79ud,Negative
k8fhkry,Positive
kapzr5s,Positive
kebz9q0,Negative
kc2ypmu,Neutral
kiqvpz9,Positive
kebxbye,Negative
k54i3ng,Negative
k5etnhd,Positive
kj9thb0,Negative
k3xuqzi,Positive
kk9ggd9,Neutral
kk5ogqt,Positive
k41dpv6,Positive
khwkex7,Negative
k9phfto,Positive
k4bc8vy,Neutral
kjg3v4u,Positive
kfkl9cr,Positive
k5xw7qj,Positive
kd97uj5,Positive
k9yr51c,Neutral
k46u4rj,Negative
k4lx6pv,Positive
k3y55f6,Negative
kh0pawl,Neutral
kouqi0l,Positive
k4owbb4,Positive
kc4prpi,Neutral
k4faebn,Positive
k781c77,Neutral
k4rvba9,Negative
k4nvex6,Negative
ks7thme,Positive
k45ib3c,Negative
kda0pbh,Positive
k4ty8j4,Negative
k7zvucv,Neutral
k9k4qq4,Positive
khmh6fc,Positive
kgxbmqa,Positive
kake7dl,Negative
k833ub2,Positive
k9os8sl,Negative
kestnbx,Positive
kbl4coq,Neutral
k5kv9sk,Negative
kdz23ob,Negative
k5ue86r,Positive
kebg3c0,Negative
kc6x8yy,Positive
kj2bewz,Negative
ki6i4o7,Neutral
k6e068l,Positive
k7u9bpb,Positive
kb70cmr,Negative
k6i18cq,Negative
k8rr5qt,Positive
k6bi46j,Negative
k9szagt,Negative
kgy27o9,Negative
kq28hgb,Negative
k45e7k6,Neutral
k3yxhxq,Negative
k7sgprx,Negative
k74mgf6,Positive
k9wh0nw,Neutral
k4yv8e5,Negative
k65fhlh,Positive
kctran8,Neutral
kelb2ho,Negative
k4x3ejg,Neutral
k5d31nh,Positive
k4fr3r4,Negative
ka6rqsh,Negative
k4pld1y,Negative
k8b8rp7,Positive
k3y2s7e,Neutral
kg51nfa,Negative
khgo9q1,Positive
krovin0,Positive
ki7lqv3,Negative
kdy6csk,Negative
kcogasd,Neutral
kbi0amb,Negative
kjvlo4n,Negative
k5b39xv,Positive
kkb7y8b,Positive
ke5erhm,Negative
k4le7xd,Neutral
k5f69cr,Positive
kpg3yym,Positive
k6p70q8,Positive
kqxgnfl,Neutral
k4shyws,Negative
kavb5l5,Negative
k4ytby7,Negative
kifsv3d,Positive
kicmp24,Positive
ksvvjla,Negative
k92em0f,Positive
kbosaw2,Negative
k78hmjb,Negative
k4zxsbs,Negative
kjzem09,Neutral
ksxvwzg,Neutral
k5sjk94,Neutral
kexbsaf,Positive
k4ymuij,Neutral
kdg6rfk,Positive
kd6k5di,Neutral
k6v5q6o,Negative
k9jputp,Negative
k65s4f2,Positive
kkbyjbv,Positive
kg5kuyy,Negative
kg3s9us,Negative
k6ht2ho,Negative
kotubnn,Negative
k4k2fix,Negative
khi456d,Negative
kq52urq,Negative
kimzujn,Positive
k8tk8br,Negative
k4qe9j5,Negative
kbv9yiv,Negative
kofafbi,Positive
ka4pio0,Negative
k4l2oag,Negative
kek104v,Neutral
kb2fx95,Negative
kbuzifd,Negative
k44ilwp,Neutral
k7hg7v1,Negative
kevnzve,Positive
kqlvezr,Negative
k40g4k0,Negative
kk9kvbh,Negative
k71llkn,Neutral
kqpufos,Negative
koha5te,Negative
kdefzx2,Positive
k4kg9kc,Negative
k7jl9cd,Positive
k7utvi1,Neutral
k6te0ta,Neutral
k45wfh8,Negative
khqh58m,Neutral
koff32v,Positive
khcggpz,Neutral
kotz1ad,Neutral
kikvcta,Negative
kigr8ji,Negative
ka01e31,Positive
k3tv8gm,Negative
k4ipvdg,Negative
k4avxnp,Neutral
k8jooxf,Negative
k8vlnj7,Negative
ksecp3g,Negative
k50jnpn,Positive
k7m8lk4,Negative
k9urnvg,Positive
k45bxz8,Negative
k9su7pj,Negative
kor6g0a,Negative
k8bbs0g,Positive
k7v47l7,Positive
kdqr5vt,Neutral
ka13z2h,Positive
khdicql,Negative
keqmxsd,Negative
k5brg41,Positive
k6p16j4,Negative
k7g2360,Neutral
k9kzqj0,Positive
k86wvoa,Negative
kdhc6cv,Negative
kb71wmh,Negative
k8p7uo6,Neutral
khv7g78,Neutral
k5ire2w,Neutral
k94ul1h,Negative
kszw7ag,Negative
k6zfwkf,Negative
kqg50kb,Negative
k4qj256,Negative
ke1bphj,Negative
kq01csd,Positive
kcpmmoy,Positive
kbc40sc,Negative
kptgywy,Positive
k4zjnr0,Negative
kqma1id,Positive
k4wr4mm,Negative
kpulxyz,Negative
k7ja4ry,Neutral
k9wkg21,Positive
k7rcuuc,Negative
kdl7txf,Positive
k4v63si,Negative
k7ws9jd,Negative
k7bumvr,Neutral
k8tw5xl,Positive
k3vj1fr,Neutral
kq3i24f,Positive
ka0922g,Neutral
k4b1h0c,Negative
k8ns36j,Negative
k7vajre,Negative
kpov9ey,Positive
k5fbth1,Negative
kd2gcqc,Positive
k6wbqfr,Neutral
k64mhic,Negative
k9msldc,Positive
k4wjcww,Negative
k7t1u8v,Positive
kjd8l21,Neutral
k5i5y9c,Negative
k7v4tkw,Neutral
k4han8k,Negative
k5iwbqe,Negative
k59y5uf,Negative
k5govh1,Negative
k4lb7zj,Negative
k60eo30,Negative
k4en07k,Positive
k787pmb,Positive
k8sflir,Negative
k6u07zv,Positive
k6x2hnq,Negative
ka6n6yh,Negative
kq5gjrk,Neutral
k9hkf74,Negative
kotsitc,Positive
kjxw2s3,Neutral
k9ztpzc,Negative
kg2q3ln,Positive
kiani39,Positive
kfm6at8,Positive
k8ay1rh,Negative
k4adsvv,Positive
ken02ap,Negative
k400alh,Positive
k7uch7u,Neutral
k8qbtj1,Positive
k8tnwly,Positive
kc6iwi7,Negative
k4t9rb3,Negative
k4wp11n,Negative
k6sc2en,Positive
k7ovfss,Neutral
k74npa2,Neutral
k6vdh64,Neutral
k5pqstz,Positive
kew5bqv,Neutral
k7k6oao,Negative
k9obct6,Neutral
kc2gmu1,Neutral
k92q3gb,Negative
ka00v3o,Negative
k4ahrgw,Negative
ks7b0rr,Negative
k6yt0no,Negative
kcboa6x,Positive
kro2fup,Positive
ka6wf09,Positive
k5yqnsg,Negative
k90qir0,Positive
kbrf5kg,Positive
k6vbpw5,Negative
kjebpbr,Positive
ksbtfy4,Neutral
ksbp5dg,Neutral
k5jlt75,Positive
krcy6a4,Neutral
kch7tlu,Positive
kr0aa5l,Neutral
ke0kjg2,Negative
kbko0la,Positive
k4b6hav,Negative
k5dbfu6,Negative
k6nkyzi,Positive
k4lncrv,Positive
k63bkuf,Negative
k4pcfyw,Negative
k85jltk,Negative
k773q6w,Negative
kglpafy,Negative
krs92td,Negative
khnb75w,Negative
kpoky3p,Neutral
krt1l6d,Negative
kcmydc4,Neutral
kowjmm2,Neutral
krim6bm,Negative
kcorgtf,Negative
kcd6stq,Negative
k80rlgf,Negative
kgp9z6e,Positive
k8bowc2,Negative
k77ocz7,Negative
k3z3xa4,Negative
khghklp,Positive
kblba7w,Neutral
kcgdkjg,Negative
kpqs8tx,Positive
k9ciqm4,Positive
kje5twe,Positive
kbq23mp,Neutral
k4fp2ie,Negative
k7ns64l,Positive
kkbtlea,Positive
ka1xva5,Neutral
krhf6bc,Positive
k4uki8c,Negative
k3wj160,Positive
kchg7iz,Negative
ka6xde8,Positive
koblk0y,Negative
k5f6ivd,Positive
k4v1aoh,Neutral
k7exzak,Neutral
k5nswwi,Positive
k3xxx1e,Negative
k4e6ovr,Positive
k90i004,Positive
k6608s9,Neutral
k8fjx9u,Negative
k71y229,Negative
ksrk41m,Positive
k7u87rz,Negative
k4rxrcj,Negative
k8u36rw,Positive
kimhvch,Negative
krg9z4n,Neutral
k53fxpe,Neutral
k62qph3,Negative
k8ot7xo,Positive
ksanjzy,Positive
k4d9kwq,Negative
kakr83m,Positive
ke2j082,Positive
k5oolp0,Negative
kbtxmap,Negative
koq6omy,Negative
k4idfqh,Negative
k50tj6l,Positive
kh3fn1r,Neutral
k9goj1n,Negative
kp6wzob,Neutral
kfu879k,Neutral
k495ttc,Neutral
k3wqrmr,Positive
k4g57i5,Positive
krci188,Positive
k90as8t,Negative
kqs1m1y,Positive
k56rqf6,Neutral
kc2yrjf,Positive
kqienhb,Positive
kcg65ne,Positive
kc49jyh,Negative
kdap8sx,Negative
kago3j4,Positive
ksg2ejv,Positive
khenkse,Negative
kquqzu3,Negative
k7hcv8o,Negative
k68r9je,Positive
k442wyu,Positive
k7ogylb,Negative
kpa9ecv,Negative
k9mkvct,Negative
kj2fm9i,Negative
k5fn49v,Negative
kg3w9wz,Negative
k9ukvhf,Negative
k8r3mgs,Negative
k92om0p,Neutral
k4jhlkt,Negative
ka207ow,Negative
k7djvq4,Negative
k4e8wui,Negative
kqq1wl4,Neutral
ksa95u9,Negative
ke0c81x,Negative
ke6lo2c,Neutral
k73alsk,Positive
k64bw6o,Neutral
kagkemt,Negative
k4xqekl,Positive
k7pel58,Negative
kauwuaa,Positive
kdhwmjd,Positive
k9rcx2t,Negative
k7enphs,Negative
kdiplln,Neutral
kb3f5lm,Negative
kaayhgi,Positive
k6k4o6n,Negative
kcx7r12,Neutral
kcyhx0w,Negative
kd5upqv,Negative
k6uj5ff,Neutral
kfjyzc3,Negative
kfwo5z0,Positive
k9z6tlk,Positive
k7k1mcv,Negative
k8g8w7l,Negative
krpo1i8,Negative
k4ktuwy,Positive
krfh2eo,Positive
k7pngjr,Negative
kf0fyrg,Neutral
kr12zww,Negative
k9tq3cb,Neutral
k6qz0iu,Positive
k6ghrpf,Neutral
k9d3rls,Positive
k6djqqw,Positive
k7qlc01,Negative
k5djsh7,Negative
k40rpve,Negative
kc03ybu,Negative
k9unkho,Positive
kraxx61,Negative
k4ebk2n,Neutral
k4jm23j,Negative
kapwktf,Positive
kp6efha,Positive
k9avr5w,Negative
k5eik4q,Negative
k87n4cc,Neutral
kbklxm8,Positive
ke35h85,Neutral
kfjx1zx,Negative
k7qa5gt,Negative
kfef3s4,Neutral
kpnh627,Positive
k77v8hf,Positive
k81pw3z,Negative
khhwcej,Negative
k95qn8d,Negative
kjt4nr7,Neutral
kg4ejy1,Negative
k60f4yx,Negative
k4arndk,Neutral
k5hcbix,Neutral
kc6txpa,Neutral
k4ivjf9,Positive
kd10zex,Positive
k61c9qe,Neutral
k8gb036,Negative
kqo6vga,Neutral
ksmhulv,Negative
kbthvui,Negative
k40pr11,Negative
kh56hty,Negative
kcnpty2,Positive
kcoif3o,Negative
k4c26my,Negative
k4ibyg7,Negative
koxaosv,Negative
ks6du6a,Negative
k7so75d,Negative
k87upg2,Negative
kbvy8u0,Negative
kjsqh56,Positive
ke32559,Negative
kaomryq,Neutral
kf48zgn,Negative
k7i1li6,Negative
ks6fhvd,Positive
kpzrqaf,Negative
k4zdv0q,Negative
kpecam0,Negative
k45l95w,Neutral
kc64igi,Positive
k3w8nmf,Negative
kg3dvo0,Positive
keborau,Negative
k846tud,Negative
koadj7e,Negative
krcn51m,Neutral
k6u0m15,Positive
k4ooogk,Negative
k8gr5x8,Negative
k4ozgk8,Negative
kq5y5vg,Negative
kdh8bk3,Negative
kfc2lyx,Negative
